onset	duration	trial_type	classification	response_time	stimulus	trial_number
110.39999999999985	0.8	2back	false positive	0.6586	stimuli/fnb_formB_11.jpg	29.0
111.19999999999985	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
112.79999999999984	0.8	2back	true positive	0.6575	stimuli/fnb_formB_16.jpg	30.0
113.59999999999984	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
115.19999999999983	0.8	2back	true negative	n/a	stimuli/fnb_formB_06.jpg	31.0
115.99999999999983	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
117.59999999999982	0.8	2back	false negative	n/a	stimuli/fnb_formB_16.jpg	32.0
118.39999999999982	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
119.99999999999982	0.8	2back	true negative	n/a	stimuli/fnb_formB_04.jpg	33.0
120.79999999999981	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
122.3999999999998	0.8	2back	true negative	n/a	stimuli/fnb_formB_08.jpg	34.0
123.1999999999998	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
124.7999999999998	0.8	2back	true positive	0.6689	stimuli/fnb_formB_04.jpg	35.0
125.5999999999998	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
127.19999999999979	0.8	2back	true negative	n/a	stimuli/fnb_formB_15.jpg	36.0
127.99999999999979	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
129.5999999999998	0.8	2back	true negative	n/a	stimuli/fnb_formB_08.jpg	37.0
130.3999999999998	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
131.9999999999998	0.8	2back	true negative	n/a	stimuli/fnb_formB_20.jpg	38.0
132.7999999999998	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
134.3999999999998	0.8	2back	true negative	n/a	stimuli/fnb_formB_05.jpg	39.0
135.19999999999982	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
136.7999999999998	0.8	2back	true positive	0.5394	stimuli/fnb_formB_20.jpg	40.0
137.59999999999982	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
139.19999999999982	9.6	instruction	n/a	n/a	stimuli/2back_img_2.jpg	n/a
148.7999999999998	0.8	2back	true negative	n/a	stimuli/fnb_formB_10.jpg	41.0
149.59999999999982	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
151.19999999999982	0.8	2back	true negative	n/a	stimuli/fnb_formB_05.jpg	42.0
151.99999999999983	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
153.59999999999982	0.8	2back	true negative	n/a	stimuli/fnb_formB_15.jpg	43.0
154.39999999999984	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
155.99999999999983	0.8	2back	true positive	0.6159	stimuli/fnb_formB_05.jpg	44.0
156.79999999999984	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
158.39999999999984	0.8	2back	true positive	0.7706	stimuli/fnb_formB_15.jpg	45.0
159.19999999999985	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
160.79999999999984	0.8	2back	true negative	n/a	stimuli/fnb_formB_01.jpg	46.0
161.59999999999985	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
163.19999999999985	0.8	2back	true negative	n/a	stimuli/fnb_formB_10.jpg	47.0
163.99999999999986	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
165.59999999999985	0.8	2back	true negative	n/a	stimuli/fnb_formB_11.jpg	48.0
166.39999999999986	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
167.99999999999986	0.8	2back	true negative	n/a	stimuli/fnb_formB_04.jpg	49.0
168.79999999999987	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
170.39999999999986	0.8	2back	true negative	n/a	stimuli/fnb_formB_14.jpg	50.0
171.19999999999987	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
172.79999999999987	0.8	2back	false negative	n/a	stimuli/fnb_formB_04.jpg	51.0
173.59999999999988	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
175.19999999999987	0.8	2back	true negative	n/a	stimuli/fnb_formB_02.jpg	52.0
175.9999999999999	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
177.59999999999988	0.8	2back	true positive	0.5279	stimuli/fnb_formB_04.jpg	53.0
178.3999999999999	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
179.9999999999999	0.8	2back	true negative	n/a	stimuli/fnb_formB_11.jpg	54.0
180.7999999999999	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
182.3999999999999	0.8	2back	false positive	0.6583	stimuli/fnb_formB_11.jpg	55.0
183.1999999999999	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
184.7999999999999	0.8	2back	true negative	n/a	stimuli/fnb_formB_10.jpg	56.0
185.5999999999999	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
187.1999999999999	0.8	2back	true negative	n/a	stimuli/fnb_formB_18.jpg	57.0
187.99999999999991	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
189.5999999999999	0.8	2back	true negative	n/a	stimuli/fnb_formB_09.jpg	58.0
190.39999999999992	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
191.99999999999991	0.8	2back	true negative	n/a	stimuli/fnb_formB_14.jpg	59.0
192.79999999999993	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
194.39999999999992	0.8	2back	true positive	0.7377	stimuli/fnb_formB_09.jpg	60.0
195.19999999999993	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
196.79999999999993	9.6	instruction	n/a	n/a	stimuli/2back_img_0.jpg	n/a
